16
17
18
13
14
15
22
23
24
19
20
21
12
3
4
5
0
1
2
9
10
11
6
7
8
8
11
16
10
7
17
18
9
14
13
6
15
1
2
12
21
24
23
3
22
19
5
4
20
0
0
5
8
19
20
11
16
22
7
10
4
17
23
3
1
15
14
9
2
18
13
21
12
6
24
24
21
0
13
6
5
8
18
20
19
12
11
9
2
23
17
7
22
3
16
10
15
1
4
14
